Causas (lista reducida);Sexo;Nacionalidad;Total
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;China;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Resto de ASIA;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Resto de PAÍSES;0
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;No consta;0
096 Otros envenenamientos accidentales;Ambos sexos;Total de defunciones;180
096 Otros envenenamientos accidentales;Ambos sexos;PAÍSES DE EUROPA;175
096 Otros envenenamientos accidentales;Ambos sexos;Países de la UE-27;172
096 Otros envenenamientos accidentales;Ambos sexos;Alemania;1
096 Otros envenenamientos accidentales;Ambos sexos;Austria;0
096 Otros envenenamientos accidentales;Ambos sexos;Bélgica;1
096 Otros envenenamientos accidentales;Ambos sexos;Bulgaría;0
096 Otros envenenamientos accidentales;Ambos sexos;Dinamarca;1
096 Otros envenenamientos accidentales;Ambos sexos;España;161
096 Otros envenenamientos accidentales;Ambos sexos;Finlandia;0
096 Otros envenenamientos accidentales;Ambos sexos;Francia;1
096 Otros envenenamientos accidentales;Ambos sexos;Irlanda;0
096 Otros envenenamientos accidentales;Ambos sexos;Italia;1
096 Otros envenenamientos accidentales;Ambos sexos;Países Bajos;0
096 Otros envenenamientos accidentales;Ambos sexos;Polonia;1
096 Otros envenenamientos accidentales;Ambos sexos;Portugal;0
096 Otros envenenamientos accidentales;Ambos sexos;Reino Unido;2
096 Otros envenenamientos accidentales;Ambos sexos;Rumanía;3
096 Otros envenenamientos accidentales;Ambos sexos;Suecia;0
096 Otros envenenamientos accidentales;Ambos sexos;Resto de la UE-27;0
096 Otros envenenamientos accidentales;Ambos sexos;Noruega;0
096 Otros envenenamientos accidentales;Ambos sexos;Rusia;1
096 Otros envenenamientos accidentales;Ambos sexos;Suiza;0
096 Otros envenenamientos accidentales;Ambos sexos;Ucrania;1
096 Otros envenenamientos accidentales;Ambos sexos;Resto de EUROPA;1
096 Otros envenenamientos accidentales;Ambos sexos;PAÍSES DE ÁFRICA;4
096 Otros envenenamientos accidentales;Ambos sexos;Argelia;0
096 Otros envenenamientos accidentales;Ambos sexos;Marruecos;3
096 Otros envenenamientos accidentales;Ambos sexos;Resto de ÁFRICA;1
096 Otros envenenamientos accidentales;Ambos sexos;PAÍSES DE AMÉRICA;1
096 Otros envenenamientos accidentales;Ambos sexos;Argentina;0
096 Otros envenenamientos accidentales;Ambos sexos;Bolivia;0
096 Otros envenenamientos accidentales;Ambos sexos;Brasil;0
096 Otros envenenamientos accidentales;Ambos sexos;Colombia;0
096 Otros envenenamientos accidentales;Ambos sexos;Cuba;0
096 Otros envenenamientos accidentales;Ambos sexos;Ecuador;0
096 Otros envenenamientos accidentales;Ambos sexos;Estados Unidos de América;0
096 Otros envenenamientos accidentales;Ambos sexos;Perú;0
096 Otros envenenamientos accidentales;Ambos sexos;Uruguay;0
096 Otros envenenamientos accidentales;Ambos sexos;Resto de AMÉRICA;1
096 Otros envenenamientos accidentales;Ambos sexos;PAÍSES DE ASIA;0
096 Otros envenenamientos accidentales;Ambos sexos;China;0
096 Otros envenenamientos accidentales;Ambos sexos;Resto de ASIA;0
096 Otros envenenamientos accidentales;Ambos sexos;Resto de PAÍSES;0
096 Otros envenenamientos accidentales;Ambos sexos;No consta;0
096 Otros envenenamientos accidentales;Hombres;Total de defunciones;126
096 Otros envenenamientos accidentales;Hombres;PAÍSES DE EUROPA;122
096 Otros envenenamientos accidentales;Hombres;Países de la UE-27;121
096 Otros envenenamientos accidentales;Hombres;Alemania;1
096 Otros envenenamientos accidentales;Hombres;Austria;0
096 Otros envenenamientos accidentales;Hombres;Bélgica;1
096 Otros envenenamientos accidentales;Hombres;Bulgaría;0
096 Otros envenenamientos accidentales;Hombres;Dinamarca;1
096 Otros envenenamientos accidentales;Hombres;España;112
096 Otros envenenamientos accidentales;Hombres;Finlandia;0
096 Otros envenenamientos accidentales;Hombres;Francia;1
096 Otros envenenamientos accidentales;Hombres;Irlanda;0
096 Otros envenenamientos accidentales;Hombres;Italia;1
096 Otros envenenamientos accidentales;Hombres;Países Bajos;0
096 Otros envenenamientos accidentales;Hombres;Polonia;0
096 Otros envenenamientos accidentales;Hombres;Portugal;0
096 Otros envenenamientos accidentales;Hombres;Reino Unido;2
096 Otros envenenamientos accidentales;Hombres;Rumanía;2
096 Otros envenenamientos accidentales;Hombres;Suecia;0
096 Otros envenenamientos accidentales;Hombres;Resto de la UE-27;0
096 Otros envenenamientos accidentales;Hombres;Noruega;0
096 Otros envenenamientos accidentales;Hombres;Rusia;0
096 Otros envenenamientos accidentales;Hombres;Suiza;0
096 Otros envenenamientos accidentales;Hombres;Ucrania;0
096 Otros envenenamientos accidentales;Hombres;Resto de EUROPA;1
096 Otros envenenamientos accidentales;Hombres;PAÍSES DE ÁFRICA;4
096 Otros envenenamientos accidentales;Hombres;Argelia;0
096 Otros envenenamientos accidentales;Hombres;Marruecos;3
096 Otros envenenamientos accidentales;Hombres;Resto de ÁFRICA;1
096 Otros envenenamientos accidentales;Hombres;PAÍSES DE AMÉRICA;0
096 Otros envenenamientos accidentales;Hombres;Argentina;0
096 Otros envenenamientos accidentales;Hombres;Bolivia;0
096 Otros envenenamientos accidentales;Hombres;Brasil;0
096 Otros envenenamientos accidentales;Hombres;Colombia;0
096 Otros envenenamientos accidentales;Hombres;Cuba;0
096 Otros envenenamientos accidentales;Hombres;Ecuador;0
096 Otros envenenamientos accidentales;Hombres;Estados Unidos de América;0
096 Otros envenenamientos accidentales;Hombres;Perú;0
096 Otros envenenamientos accidentales;Hombres;Uruguay;0
096 Otros envenenamientos accidentales;Hombres;Resto de AMÉRICA;0
096 Otros envenenamientos accidentales;Hombres;PAÍSES DE ASIA;0
096 Otros envenenamientos accidentales;Hombres;China;0
096 Otros envenenamientos accidentales;Hombres;Resto de ASIA;0
096 Otros envenenamientos accidentales;Hombres;Resto de PAÍSES;0
096 Otros envenenamientos accidentales;Hombres;No consta;0
096 Otros envenenamientos accidentales;Mujeres;Total de defunciones;54
096 Otros envenenamientos accidentales;Mujeres;PAÍSES DE EUROPA;53
096 Otros envenenamientos accidentales;Mujeres;Países de la UE-27;51
096 Otros envenenamientos accidentales;Mujeres;Alemania;0
096 Otros envenenamientos accidentales;Mujeres;Austria;0
096 Otros envenenamientos accidentales;Mujeres;Bélgica;0
096 Otros envenenamientos accidentales;Mujeres;Bulgaría;0
096 Otros envenenamientos accidentales;Mujeres;Dinamarca;0
096 Otros envenenamientos accidentales;Mujeres;España;49
096 Otros envenenamientos accidentales;Mujeres;Finlandia;0
096 Otros envenenamientos accidentales;Mujeres;Francia;0
096 Otros envenenamientos accidentales;Mujeres;Irlanda;0
096 Otros envenenamientos accidentales;Mujeres;Italia;0
096 Otros envenenamientos accidentales;Mujeres;Países Bajos;0
096 Otros envenenamientos accidentales;Mujeres;Polonia;1
096 Otros envenenamientos accidentales;Mujeres;Portugal;0
096 Otros envenenamientos accidentales;Mujeres;Reino Unido;0
096 Otros envenenamientos accidentales;Mujeres;Rumanía;1
096 Otros envenenamientos accidentales;Mujeres;Suecia;0
096 Otros envenenamientos accidentales;Mujeres;Resto de la UE-27;0
096 Otros envenenamientos accidentales;Mujeres;Noruega;0
096 Otros envenenamientos accidentales;Mujeres;Rusia;1
096 Otros envenenamientos accidentales;Mujeres;Suiza;0
096 Otros envenenamientos accidentales;Mujeres;Ucrania;1
096 Otros envenenamientos accidentales;Mujeres;Resto de EUROPA;0
096 Otros envenenamientos accidentales;Mujeres;PAÍSES DE ÁFRICA;0
096 Otros envenenamientos accidentales;Mujeres;Argelia;0
096 Otros envenenamientos accidentales;Mujeres;Marruecos;0
096 Otros envenenamientos accidentales;Mujeres;Resto de ÁFRICA;0
096 Otros envenenamientos accidentales;Mujeres;PAÍSES DE AMÉRICA;1
096 Otros envenenamientos accidentales;Mujeres;Argentina;0
096 Otros envenenamientos accidentales;Mujeres;Bolivia;0
096 Otros envenenamientos accidentales;Mujeres;Brasil;0
096 Otros envenenamientos accidentales;Mujeres;Colombia;0
096 Otros envenenamientos accidentales;Mujeres;Cuba;0
096 Otros envenenamientos accidentales;Mujeres;Ecuador;0
096 Otros envenenamientos accidentales;Mujeres;Estados Unidos de América;0
096 Otros envenenamientos accidentales;Mujeres;Perú;0
096 Otros envenenamientos accidentales;Mujeres;Uruguay;0
096 Otros envenenamientos accidentales;Mujeres;Resto de AMÉRICA;1
096 Otros envenenamientos accidentales;Mujeres;PAÍSES DE ASIA;0
096 Otros envenenamientos accidentales;Mujeres;China;0
096 Otros envenenamientos accidentales;Mujeres;Resto de ASIA;0
096 Otros envenenamientos accidentales;Mujeres;Resto de PAÍSES;0
096 Otros envenenamientos accidentales;Mujeres;No consta;0
097 Otros accidentes;Ambos sexos;Total de defunciones;2.502
097 Otros accidentes;Ambos sexos;PAÍSES DE EUROPA;2.466
097 Otros accidentes;Ambos sexos;Países de la UE-27;2.455
097 Otros accidentes;Ambos sexos;Alemania;17
097 Otros accidentes;Ambos sexos;Austria;1
097 Otros accidentes;Ambos sexos;Bélgica;3
097 Otros accidentes;Ambos sexos;Bulgaría;1
097 Otros accidentes;Ambos sexos;Dinamarca;1
097 Otros accidentes;Ambos sexos;España;2.372
097 Otros accidentes;Ambos sexos;Finlandia;2
097 Otros accidentes;Ambos sexos;Francia;5
097 Otros accidentes;Ambos sexos;Irlanda;0
097 Otros accidentes;Ambos sexos;Italia;5
097 Otros accidentes;Ambos sexos;Países Bajos;2
097 Otros accidentes;Ambos sexos;Polonia;3
097 Otros accidentes;Ambos sexos;Portugal;4
097 Otros accidentes;Ambos sexos;Reino Unido;28
097 Otros accidentes;Ambos sexos;Rumanía;6
097 Otros accidentes;Ambos sexos;Suecia;3
097 Otros accidentes;Ambos sexos;Resto de la UE-27;2
097 Otros accidentes;Ambos sexos;Noruega;3
097 Otros accidentes;Ambos sexos;Rusia;1
097 Otros accidentes;Ambos sexos;Suiza;2
097 Otros accidentes;Ambos sexos;Ucrania;2
097 Otros accidentes;Ambos sexos;Resto de EUROPA;3
097 Otros accidentes;Ambos sexos;PAÍSES DE ÁFRICA;16
097 Otros accidentes;Ambos sexos;Argelia;3
097 Otros accidentes;Ambos sexos;Marruecos;10
097 Otros accidentes;Ambos sexos;Resto de ÁFRICA;3
097 Otros accidentes;Ambos sexos;PAÍSES DE AMÉRICA;17
097 Otros accidentes;Ambos sexos;Argentina;0
097 Otros accidentes;Ambos sexos;Bolivia;1
097 Otros accidentes;Ambos sexos;Brasil;2
097 Otros accidentes;Ambos sexos;Colombia;2
097 Otros accidentes;Ambos sexos;Cuba;1
097 Otros accidentes;Ambos sexos;Ecuador;1
097 Otros accidentes;Ambos sexos;Estados Unidos de América;0
097 Otros accidentes;Ambos sexos;Perú;2
097 Otros accidentes;Ambos sexos;Uruguay;2
097 Otros accidentes;Ambos sexos;Resto de AMÉRICA;6
097 Otros accidentes;Ambos sexos;PAÍSES DE ASIA;2
097 Otros accidentes;Ambos sexos;China;0
097 Otros accidentes;Ambos sexos;Resto de ASIA;2
097 Otros accidentes;Ambos sexos;Resto de PAÍSES;0
097 Otros accidentes;Ambos sexos;No consta;1
097 Otros accidentes;Hombres;Total de defunciones;1.380
097 Otros accidentes;Hombres;PAÍSES DE EUROPA;1.350
097 Otros accidentes;Hombres;Países de la UE-27;1.343
097 Otros accidentes;Hombres;Alemania;15
097 Otros accidentes;Hombres;Austria;1
097 Otros accidentes;Hombres;Bélgica;2
097 Otros accidentes;Hombres;Bulgaría;1
097 Otros accidentes;Hombres;Dinamarca;1
097 Otros accidentes;Hombres;España;1.278
097 Otros accidentes;Hombres;Finlandia;2
097 Otros accidentes;Hombres;Francia;2
097 Otros accidentes;Hombres;Irlanda;0
097 Otros accidentes;Hombres;Italia;4
097 Otros accidentes;Hombres;Países Bajos;1
097 Otros accidentes;Hombres;Polonia;3
097 Otros accidentes;Hombres;Portugal;3
097 Otros accidentes;Hombres;Reino Unido;22
097 Otros accidentes;Hombres;Rumanía;6
097 Otros accidentes;Hombres;Suecia;1
097 Otros accidentes;Hombres;Resto de la UE-27;1
097 Otros accidentes;Hombres;Noruega;3
097 Otros accidentes;Hombres;Rusia;0
097 Otros accidentes;Hombres;Suiza;1
097 Otros accidentes;Hombres;Ucrania;0
097 Otros accidentes;Hombres;Resto de EUROPA;3
097 Otros accidentes;Hombres;PAÍSES DE ÁFRICA;15
097 Otros accidentes;Hombres;Argelia;3
097 Otros accidentes;Hombres;Marruecos;9
097 Otros accidentes;Hombres;Resto de ÁFRICA;3
097 Otros accidentes;Hombres;PAÍSES DE AMÉRICA;12
097 Otros accidentes;Hombres;Argentina;0
097 Otros accidentes;Hombres;Bolivia;1
097 Otros accidentes;Hombres;Brasil;1
097 Otros accidentes;Hombres;Colombia;2
097 Otros accidentes;Hombres;Cuba;1
097 Otros accidentes;Hombres;Ecuador;1
097 Otros accidentes;Hombres;Estados Unidos de América;0
097 Otros accidentes;Hombres;Perú;2
097 Otros accidentes;Hombres;Uruguay;1
097 Otros accidentes;Hombres;Resto de AMÉRICA;3
097 Otros accidentes;Hombres;PAÍSES DE ASIA;2
097 Otros accidentes;Hombres;China;0
097 Otros accidentes;Hombres;Resto de ASIA;2
097 Otros accidentes;Hombres;Resto de PAÍSES;0
097 Otros accidentes;Hombres;No consta;1
097 Otros accidentes;Mujeres;Total de defunciones;1.122
097 Otros accidentes;Mujeres;PAÍSES DE EUROPA;1.116
097 Otros accidentes;Mujeres;Países de la UE-27;1.112
097 Otros accidentes;Mujeres;Alemania;2
097 Otros accidentes;Mujeres;Austria;0
097 Otros accidentes;Mujeres;Bélgica;1
097 Otros accidentes;Mujeres;Bulgaría;0
097 Otros accidentes;Mujeres;Dinamarca;0
097 Otros accidentes;Mujeres;España;1.094
097 Otros accidentes;Mujeres;Finlandia;0
097 Otros accidentes;Mujeres;Francia;3
097 Otros accidentes;Mujeres;Irlanda;0
097 Otros accidentes;Mujeres;Italia;1
097 Otros accidentes;Mujeres;Países Bajos;1
097 Otros accidentes;Mujeres;Polonia;0
097 Otros accidentes;Mujeres;Portugal;1
097 Otros accidentes;Mujeres;Reino Unido;6
097 Otros accidentes;Mujeres;Rumanía;0
097 Otros accidentes;Mujeres;Suecia;2
097 Otros accidentes;Mujeres;Resto de la UE-27;1
097 Otros accidentes;Mujeres;Noruega;0
097 Otros accidentes;Mujeres;Rusia;1
097 Otros accidentes;Mujeres;Suiza;1
097 Otros accidentes;Mujeres;Ucrania;2
097 Otros accidentes;Mujeres;Resto de EUROPA;0
097 Otros accidentes;Mujeres;PAÍSES DE ÁFRICA;1
097 Otros accidentes;Mujeres;Argelia;0
097 Otros accidentes;Mujeres;Marruecos;1
097 Otros accidentes;Mujeres;Resto de ÁFRICA;0
097 Otros accidentes;Mujeres;PAÍSES DE AMÉRICA;5
097 Otros accidentes;Mujeres;Argentina;0
097 Otros accidentes;Mujeres;Bolivia;0
097 Otros accidentes;Mujeres;Brasil;1
097 Otros accidentes;Mujeres;Colombia;0
097 Otros accidentes;Mujeres;Cuba;0
097 Otros accidentes;Mujeres;Ecuador;0
097 Otros accidentes;Mujeres;Estados Unidos de América;0
097 Otros accidentes;Mujeres;Perú;0
097 Otros accidentes;Mujeres;Uruguay;1
097 Otros accidentes;Mujeres;Resto de AMÉRICA;3
097 Otros accidentes;Mujeres;PAÍSES DE ASIA;0
097 Otros accidentes;Mujeres;China;0
097 Otros accidentes;Mujeres;Resto de ASIA;0
097 Otros accidentes;Mujeres;Resto de PAÍSES;0
097 Otros accidentes;Mujeres;No consta;0
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Total de defunciones;3.569
098 Suicidio y lesiones autoinfligidas;Ambos sexos;PAÍSES DE EUROPA;3.483
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Países de la UE-27;3.454
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Alemania;25
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Austria;0
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Bélgica;3
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Bulgaría;5
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Dinamarca;0
098 Suicidio y lesiones autoinfligidas;Ambos sexos;España;3.286
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Finlandia;1
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Francia;18
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Irlanda;4
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Italia;11
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Países Bajos;7
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Polonia;7
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Portugal;7
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Reino Unido;39
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Rumanía;31
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Suecia;2
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Resto de la UE-27;8
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Noruega;4
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Rusia;10
098 Suicidio y lesiones autoinfligidas;Ambos sexos;Suiza;1
