Causas (lista reducida);Sexo;Nacionalidad;Total
057 Insuficiencia cardíaca;Mujeres;Ucrania;3
057 Insuficiencia cardíaca;Mujeres;Resto de EUROPA;0
057 Insuficiencia cardíaca;Mujeres;PAÍSES DE ÁFRICA;12
057 Insuficiencia cardíaca;Mujeres;Argelia;0
057 Insuficiencia cardíaca;Mujeres;Marruecos;9
057 Insuficiencia cardíaca;Mujeres;Resto de ÁFRICA;3
057 Insuficiencia cardíaca;Mujeres;PAÍSES DE AMÉRICA;20
057 Insuficiencia cardíaca;Mujeres;Argentina;4
057 Insuficiencia cardíaca;Mujeres;Bolivia;0
057 Insuficiencia cardíaca;Mujeres;Brasil;1
057 Insuficiencia cardíaca;Mujeres;Colombia;3
057 Insuficiencia cardíaca;Mujeres;Cuba;3
057 Insuficiencia cardíaca;Mujeres;Ecuador;0
057 Insuficiencia cardíaca;Mujeres;Estados Unidos de América;2
057 Insuficiencia cardíaca;Mujeres;Perú;2
057 Insuficiencia cardíaca;Mujeres;Uruguay;1
057 Insuficiencia cardíaca;Mujeres;Resto de AMÉRICA;4
057 Insuficiencia cardíaca;Mujeres;PAÍSES DE ASIA;5
057 Insuficiencia cardíaca;Mujeres;China;1
057 Insuficiencia cardíaca;Mujeres;Resto de ASIA;4
057 Insuficiencia cardíaca;Mujeres;Resto de PAÍSES;0
057 Insuficiencia cardíaca;Mujeres;No consta;0
058 Otras enfermedades del corazón;Ambos sexos;Total de defunciones;23.258
058 Otras enfermedades del corazón;Ambos sexos;PAÍSES DE EUROPA;23.083
058 Otras enfermedades del corazón;Ambos sexos;Países de la UE-27;23.042
058 Otras enfermedades del corazón;Ambos sexos;Alemania;81
058 Otras enfermedades del corazón;Ambos sexos;Austria;2
058 Otras enfermedades del corazón;Ambos sexos;Bélgica;19
058 Otras enfermedades del corazón;Ambos sexos;Bulgaría;7
058 Otras enfermedades del corazón;Ambos sexos;Dinamarca;7
058 Otras enfermedades del corazón;Ambos sexos;España;22.544
058 Otras enfermedades del corazón;Ambos sexos;Finlandia;7
058 Otras enfermedades del corazón;Ambos sexos;Francia;46
058 Otras enfermedades del corazón;Ambos sexos;Irlanda;16
058 Otras enfermedades del corazón;Ambos sexos;Italia;25
058 Otras enfermedades del corazón;Ambos sexos;Países Bajos;35
058 Otras enfermedades del corazón;Ambos sexos;Polonia;7
058 Otras enfermedades del corazón;Ambos sexos;Portugal;23
058 Otras enfermedades del corazón;Ambos sexos;Reino Unido;155
058 Otras enfermedades del corazón;Ambos sexos;Rumanía;52
058 Otras enfermedades del corazón;Ambos sexos;Suecia;8
058 Otras enfermedades del corazón;Ambos sexos;Resto de la UE-27;8
058 Otras enfermedades del corazón;Ambos sexos;Noruega;13
058 Otras enfermedades del corazón;Ambos sexos;Rusia;10
058 Otras enfermedades del corazón;Ambos sexos;Suiza;8
058 Otras enfermedades del corazón;Ambos sexos;Ucrania;5
058 Otras enfermedades del corazón;Ambos sexos;Resto de EUROPA;5
058 Otras enfermedades del corazón;Ambos sexos;PAÍSES DE ÁFRICA;63
058 Otras enfermedades del corazón;Ambos sexos;Argelia;8
058 Otras enfermedades del corazón;Ambos sexos;Marruecos;31
058 Otras enfermedades del corazón;Ambos sexos;Resto de ÁFRICA;24
058 Otras enfermedades del corazón;Ambos sexos;PAÍSES DE AMÉRICA;92
058 Otras enfermedades del corazón;Ambos sexos;Argentina;13
058 Otras enfermedades del corazón;Ambos sexos;Bolivia;1
058 Otras enfermedades del corazón;Ambos sexos;Brasil;4
058 Otras enfermedades del corazón;Ambos sexos;Colombia;10
058 Otras enfermedades del corazón;Ambos sexos;Cuba;5
058 Otras enfermedades del corazón;Ambos sexos;Ecuador;5
058 Otras enfermedades del corazón;Ambos sexos;Estados Unidos de América;21
058 Otras enfermedades del corazón;Ambos sexos;Perú;3
058 Otras enfermedades del corazón;Ambos sexos;Uruguay;6
058 Otras enfermedades del corazón;Ambos sexos;Resto de AMÉRICA;24
058 Otras enfermedades del corazón;Ambos sexos;PAÍSES DE ASIA;18
058 Otras enfermedades del corazón;Ambos sexos;China;5
058 Otras enfermedades del corazón;Ambos sexos;Resto de ASIA;13
058 Otras enfermedades del corazón;Ambos sexos;Resto de PAÍSES;2
058 Otras enfermedades del corazón;Ambos sexos;No consta;0
058 Otras enfermedades del corazón;Hombres;Total de defunciones;10.372
058 Otras enfermedades del corazón;Hombres;PAÍSES DE EUROPA;10.270
058 Otras enfermedades del corazón;Hombres;Países de la UE-27;10.244
058 Otras enfermedades del corazón;Hombres;Alemania;42
058 Otras enfermedades del corazón;Hombres;Austria;0
058 Otras enfermedades del corazón;Hombres;Bélgica;12
058 Otras enfermedades del corazón;Hombres;Bulgaría;2
058 Otras enfermedades del corazón;Hombres;Dinamarca;3
058 Otras enfermedades del corazón;Hombres;España;9.939
058 Otras enfermedades del corazón;Hombres;Finlandia;6
058 Otras enfermedades del corazón;Hombres;Francia;26
058 Otras enfermedades del corazón;Hombres;Irlanda;10
058 Otras enfermedades del corazón;Hombres;Italia;11
058 Otras enfermedades del corazón;Hombres;Países Bajos;23
058 Otras enfermedades del corazón;Hombres;Polonia;5
058 Otras enfermedades del corazón;Hombres;Portugal;14
058 Otras enfermedades del corazón;Hombres;Reino Unido;111
058 Otras enfermedades del corazón;Hombres;Rumanía;28
058 Otras enfermedades del corazón;Hombres;Suecia;5
058 Otras enfermedades del corazón;Hombres;Resto de la UE-27;7
058 Otras enfermedades del corazón;Hombres;Noruega;9
058 Otras enfermedades del corazón;Hombres;Rusia;6
058 Otras enfermedades del corazón;Hombres;Suiza;6
058 Otras enfermedades del corazón;Hombres;Ucrania;3
058 Otras enfermedades del corazón;Hombres;Resto de EUROPA;2
058 Otras enfermedades del corazón;Hombres;PAÍSES DE ÁFRICA;43
058 Otras enfermedades del corazón;Hombres;Argelia;4
058 Otras enfermedades del corazón;Hombres;Marruecos;18
058 Otras enfermedades del corazón;Hombres;Resto de ÁFRICA;21
058 Otras enfermedades del corazón;Hombres;PAÍSES DE AMÉRICA;44
058 Otras enfermedades del corazón;Hombres;Argentina;5
058 Otras enfermedades del corazón;Hombres;Bolivia;0
058 Otras enfermedades del corazón;Hombres;Brasil;1
058 Otras enfermedades del corazón;Hombres;Colombia;6
058 Otras enfermedades del corazón;Hombres;Cuba;3
058 Otras enfermedades del corazón;Hombres;Ecuador;1
058 Otras enfermedades del corazón;Hombres;Estados Unidos de América;14
058 Otras enfermedades del corazón;Hombres;Perú;1
058 Otras enfermedades del corazón;Hombres;Uruguay;2
058 Otras enfermedades del corazón;Hombres;Resto de AMÉRICA;11
058 Otras enfermedades del corazón;Hombres;PAÍSES DE ASIA;13
058 Otras enfermedades del corazón;Hombres;China;3
058 Otras enfermedades del corazón;Hombres;Resto de ASIA;10
058 Otras enfermedades del corazón;Hombres;Resto de PAÍSES;2
058 Otras enfermedades del corazón;Hombres;No consta;0
058 Otras enfermedades del corazón;Mujeres;Total de defunciones;12.886
058 Otras enfermedades del corazón;Mujeres;PAÍSES DE EUROPA;12.813
058 Otras enfermedades del corazón;Mujeres;Países de la UE-27;12.798
058 Otras enfermedades del corazón;Mujeres;Alemania;39
058 Otras enfermedades del corazón;Mujeres;Austria;2
058 Otras enfermedades del corazón;Mujeres;Bélgica;7
058 Otras enfermedades del corazón;Mujeres;Bulgaría;5
058 Otras enfermedades del corazón;Mujeres;Dinamarca;4
058 Otras enfermedades del corazón;Mujeres;España;12.605
058 Otras enfermedades del corazón;Mujeres;Finlandia;1
058 Otras enfermedades del corazón;Mujeres;Francia;20
058 Otras enfermedades del corazón;Mujeres;Irlanda;6
058 Otras enfermedades del corazón;Mujeres;Italia;14
058 Otras enfermedades del corazón;Mujeres;Países Bajos;12
058 Otras enfermedades del corazón;Mujeres;Polonia;2
058 Otras enfermedades del corazón;Mujeres;Portugal;9
058 Otras enfermedades del corazón;Mujeres;Reino Unido;44
058 Otras enfermedades del corazón;Mujeres;Rumanía;24
058 Otras enfermedades del corazón;Mujeres;Suecia;3
058 Otras enfermedades del corazón;Mujeres;Resto de la UE-27;1
058 Otras enfermedades del corazón;Mujeres;Noruega;4
058 Otras enfermedades del corazón;Mujeres;Rusia;4
058 Otras enfermedades del corazón;Mujeres;Suiza;2
058 Otras enfermedades del corazón;Mujeres;Ucrania;2
058 Otras enfermedades del corazón;Mujeres;Resto de EUROPA;3
058 Otras enfermedades del corazón;Mujeres;PAÍSES DE ÁFRICA;20
058 Otras enfermedades del corazón;Mujeres;Argelia;4
058 Otras enfermedades del corazón;Mujeres;Marruecos;13
058 Otras enfermedades del corazón;Mujeres;Resto de ÁFRICA;3
058 Otras enfermedades del corazón;Mujeres;PAÍSES DE AMÉRICA;48
058 Otras enfermedades del corazón;Mujeres;Argentina;8
058 Otras enfermedades del corazón;Mujeres;Bolivia;1
058 Otras enfermedades del corazón;Mujeres;Brasil;3
058 Otras enfermedades del corazón;Mujeres;Colombia;4
058 Otras enfermedades del corazón;Mujeres;Cuba;2
058 Otras enfermedades del corazón;Mujeres;Ecuador;4
058 Otras enfermedades del corazón;Mujeres;Estados Unidos de América;7
058 Otras enfermedades del corazón;Mujeres;Perú;2
058 Otras enfermedades del corazón;Mujeres;Uruguay;4
058 Otras enfermedades del corazón;Mujeres;Resto de AMÉRICA;13
058 Otras enfermedades del corazón;Mujeres;PAÍSES DE ASIA;5
058 Otras enfermedades del corazón;Mujeres;China;2
058 Otras enfermedades del corazón;Mujeres;Resto de ASIA;3
058 Otras enfermedades del corazón;Mujeres;Resto de PAÍSES;0
058 Otras enfermedades del corazón;Mujeres;No consta;0
059 Enfermedades cerebrovasculares;Ambos sexos;Total de defunciones;27.122
059 Enfermedades cerebrovasculares;Ambos sexos;PAÍSES DE EUROPA;26.945
059 Enfermedades cerebrovasculares;Ambos sexos;Países de la UE-27;26.891
059 Enfermedades cerebrovasculares;Ambos sexos;Alemania;101
059 Enfermedades cerebrovasculares;Ambos sexos;Austria;2
059 Enfermedades cerebrovasculares;Ambos sexos;Bélgica;25
059 Enfermedades cerebrovasculares;Ambos sexos;Bulgaría;11
059 Enfermedades cerebrovasculares;Ambos sexos;Dinamarca;12
059 Enfermedades cerebrovasculares;Ambos sexos;España;26.394
059 Enfermedades cerebrovasculares;Ambos sexos;Finlandia;4
059 Enfermedades cerebrovasculares;Ambos sexos;Francia;35
059 Enfermedades cerebrovasculares;Ambos sexos;Irlanda;4
059 Enfermedades cerebrovasculares;Ambos sexos;Italia;31
059 Enfermedades cerebrovasculares;Ambos sexos;Países Bajos;18
059 Enfermedades cerebrovasculares;Ambos sexos;Polonia;6
059 Enfermedades cerebrovasculares;Ambos sexos;Portugal;24
059 Enfermedades cerebrovasculares;Ambos sexos;Reino Unido;173
059 Enfermedades cerebrovasculares;Ambos sexos;Rumanía;36
059 Enfermedades cerebrovasculares;Ambos sexos;Suecia;9
059 Enfermedades cerebrovasculares;Ambos sexos;Resto de la UE-27;6
059 Enfermedades cerebrovasculares;Ambos sexos;Noruega;13
059 Enfermedades cerebrovasculares;Ambos sexos;Rusia;3
059 Enfermedades cerebrovasculares;Ambos sexos;Suiza;20
059 Enfermedades cerebrovasculares;Ambos sexos;Ucrania;11
059 Enfermedades cerebrovasculares;Ambos sexos;Resto de EUROPA;7
059 Enfermedades cerebrovasculares;Ambos sexos;PAÍSES DE ÁFRICA;52
059 Enfermedades cerebrovasculares;Ambos sexos;Argelia;3
059 Enfermedades cerebrovasculares;Ambos sexos;Marruecos;29
059 Enfermedades cerebrovasculares;Ambos sexos;Resto de ÁFRICA;20
059 Enfermedades cerebrovasculares;Ambos sexos;PAÍSES DE AMÉRICA;87
059 Enfermedades cerebrovasculares;Ambos sexos;Argentina;9
059 Enfermedades cerebrovasculares;Ambos sexos;Bolivia;5
059 Enfermedades cerebrovasculares;Ambos sexos;Brasil;6
059 Enfermedades cerebrovasculares;Ambos sexos;Colombia;13
059 Enfermedades cerebrovasculares;Ambos sexos;Cuba;4
059 Enfermedades cerebrovasculares;Ambos sexos;Ecuador;4
059 Enfermedades cerebrovasculares;Ambos sexos;Estados Unidos de América;14
059 Enfermedades cerebrovasculares;Ambos sexos;Perú;3
059 Enfermedades cerebrovasculares;Ambos sexos;Uruguay;12
059 Enfermedades cerebrovasculares;Ambos sexos;Resto de AMÉRICA;17
059 Enfermedades cerebrovasculares;Ambos sexos;PAÍSES DE ASIA;37
059 Enfermedades cerebrovasculares;Ambos sexos;China;18
059 Enfermedades cerebrovasculares;Ambos sexos;Resto de ASIA;19
059 Enfermedades cerebrovasculares;Ambos sexos;Resto de PAÍSES;0
059 Enfermedades cerebrovasculares;Ambos sexos;No consta;1
059 Enfermedades cerebrovasculares;Hombres;Total de defunciones;11.556
059 Enfermedades cerebrovasculares;Hombres;PAÍSES DE EUROPA;11.449
059 Enfermedades cerebrovasculares;Hombres;Países de la UE-27;11.417
059 Enfermedades cerebrovasculares;Hombres;Alemania;53
059 Enfermedades cerebrovasculares;Hombres;Austria;1
059 Enfermedades cerebrovasculares;Hombres;Bélgica;13
059 Enfermedades cerebrovasculares;Hombres;Bulgaría;8
059 Enfermedades cerebrovasculares;Hombres;Dinamarca;8
059 Enfermedades cerebrovasculares;Hombres;España;11.133
059 Enfermedades cerebrovasculares;Hombres;Finlandia;3
059 Enfermedades cerebrovasculares;Hombres;Francia;20
059 Enfermedades cerebrovasculares;Hombres;Irlanda;4
059 Enfermedades cerebrovasculares;Hombres;Italia;22
059 Enfermedades cerebrovasculares;Hombres;Países Bajos;13
059 Enfermedades cerebrovasculares;Hombres;Polonia;2
059 Enfermedades cerebrovasculares;Hombres;Portugal;10
059 Enfermedades cerebrovasculares;Hombres;Reino Unido;96
059 Enfermedades cerebrovasculares;Hombres;Rumanía;21
059 Enfermedades cerebrovasculares;Hombres;Suecia;5
059 Enfermedades cerebrovasculares;Hombres;Resto de la UE-27;5
059 Enfermedades cerebrovasculares;Hombres;Noruega;9
059 Enfermedades cerebrovasculares;Hombres;Rusia;1
059 Enfermedades cerebrovasculares;Hombres;Suiza;11
059 Enfermedades cerebrovasculares;Hombres;Ucrania;6
059 Enfermedades cerebrovasculares;Hombres;Resto de EUROPA;5
059 Enfermedades cerebrovasculares;Hombres;PAÍSES DE ÁFRICA;38
059 Enfermedades cerebrovasculares;Hombres;Argelia;3
059 Enfermedades cerebrovasculares;Hombres;Marruecos;18
059 Enfermedades cerebrovasculares;Hombres;Resto de ÁFRICA;17
059 Enfermedades cerebrovasculares;Hombres;PAÍSES DE AMÉRICA;43
059 Enfermedades cerebrovasculares;Hombres;Argentina;4
059 Enfermedades cerebrovasculares;Hombres;Bolivia;3
059 Enfermedades cerebrovasculares;Hombres;Brasil;1
059 Enfermedades cerebrovasculares;Hombres;Colombia;6
059 Enfermedades cerebrovasculares;Hombres;Cuba;2
059 Enfermedades cerebrovasculares;Hombres;Ecuador;3
059 Enfermedades cerebrovasculares;Hombres;Estados Unidos de América;9
059 Enfermedades cerebrovasculares;Hombres;Perú;0
059 Enfermedades cerebrovasculares;Hombres;Uruguay;7
059 Enfermedades cerebrovasculares;Hombres;Resto de AMÉRICA;8
059 Enfermedades cerebrovasculares;Hombres;PAÍSES DE ASIA;25
059 Enfermedades cerebrovasculares;Hombres;China;13
059 Enfermedades cerebrovasculares;Hombres;Resto de ASIA;12
059 Enfermedades cerebrovasculares;Hombres;Resto de PAÍSES;0
059 Enfermedades cerebrovasculares;Hombres;No consta;1
059 Enfermedades cerebrovasculares;Mujeres;Total de defunciones;15.566
059 Enfermedades cerebrovasculares;Mujeres;PAÍSES DE EUROPA;15.496
059 Enfermedades cerebrovasculares;Mujeres;Países de la UE-27;15.474
059 Enfermedades cerebrovasculares;Mujeres;Alemania;48
059 Enfermedades cerebrovasculares;Mujeres;Austria;1
059 Enfermedades cerebrovasculares;Mujeres;Bélgica;12
059 Enfermedades cerebrovasculares;Mujeres;Bulgaría;3
059 Enfermedades cerebrovasculares;Mujeres;Dinamarca;4
059 Enfermedades cerebrovasculares;Mujeres;España;15.261
059 Enfermedades cerebrovasculares;Mujeres;Finlandia;1
059 Enfermedades cerebrovasculares;Mujeres;Francia;15
059 Enfermedades cerebrovasculares;Mujeres;Irlanda;0
059 Enfermedades cerebrovasculares;Mujeres;Italia;9
059 Enfermedades cerebrovasculares;Mujeres;Países Bajos;5
059 Enfermedades cerebrovasculares;Mujeres;Polonia;4
059 Enfermedades cerebrovasculares;Mujeres;Portugal;14
059 Enfermedades cerebrovasculares;Mujeres;Reino Unido;77
059 Enfermedades cerebrovasculares;Mujeres;Rumanía;15
059 Enfermedades cerebrovasculares;Mujeres;Suecia;4
059 Enfermedades cerebrovasculares;Mujeres;Resto de la UE-27;1
059 Enfermedades cerebrovasculares;Mujeres;Noruega;4
059 Enfermedades cerebrovasculares;Mujeres;Rusia;2
059 Enfermedades cerebrovasculares;Mujeres;Suiza;9
059 Enfermedades cerebrovasculares;Mujeres;Ucrania;5
059 Enfermedades cerebrovasculares;Mujeres;Resto de EUROPA;2
059 Enfermedades cerebrovasculares;Mujeres;PAÍSES DE ÁFRICA;14
059 Enfermedades cerebrovasculares;Mujeres;Argelia;0
059 Enfermedades cerebrovasculares;Mujeres;Marruecos;11
059 Enfermedades cerebrovasculares;Mujeres;Resto de ÁFRICA;3
059 Enfermedades cerebrovasculares;Mujeres;PAÍSES DE AMÉRICA;44
059 Enfermedades cerebrovasculares;Mujeres;Argentina;5
059 Enfermedades cerebrovasculares;Mujeres;Bolivia;2
059 Enfermedades cerebrovasculares;Mujeres;Brasil;5
059 Enfermedades cerebrovasculares;Mujeres;Colombia;7
059 Enfermedades cerebrovasculares;Mujeres;Cuba;2
059 Enfermedades cerebrovasculares;Mujeres;Ecuador;1
059 Enfermedades cerebrovasculares;Mujeres;Estados Unidos de América;5
059 Enfermedades cerebrovasculares;Mujeres;Perú;3
059 Enfermedades cerebrovasculares;Mujeres;Uruguay;5
059 Enfermedades cerebrovasculares;Mujeres;Resto de AMÉRICA;9
059 Enfermedades cerebrovasculares;Mujeres;PAÍSES DE ASIA;12
059 Enfermedades cerebrovasculares;Mujeres;China;5
059 Enfermedades cerebrovasculares;Mujeres;Resto de ASIA;7
059 Enfermedades cerebrovasculares;Mujeres;Resto de PAÍSES;0
059 Enfermedades cerebrovasculares;Mujeres;No consta;0
060 Aterosclerosis;Ambos sexos;Total de defunciones;1.371
060 Aterosclerosis;Ambos sexos;PAÍSES DE EUROPA;1.366
060 Aterosclerosis;Ambos sexos;Países de la UE-27;1.366
060 Aterosclerosis;Ambos sexos;Alemania;6
060 Aterosclerosis;Ambos sexos;Austria;0
060 Aterosclerosis;Ambos sexos;Bélgica;1
060 Aterosclerosis;Ambos sexos;Bulgaría;0
060 Aterosclerosis;Ambos sexos;Dinamarca;1
060 Aterosclerosis;Ambos sexos;España;1.346
060 Aterosclerosis;Ambos sexos;Finlandia;0
060 Aterosclerosis;Ambos sexos;Francia;3
060 Aterosclerosis;Ambos sexos;Irlanda;0
060 Aterosclerosis;Ambos sexos;Italia;0
060 Aterosclerosis;Ambos sexos;Países Bajos;0
060 Aterosclerosis;Ambos sexos;Polonia;0
060 Aterosclerosis;Ambos sexos;Portugal;0
060 Aterosclerosis;Ambos sexos;Reino Unido;9
060 Aterosclerosis;Ambos sexos;Rumanía;0
060 Aterosclerosis;Ambos sexos;Suecia;0
060 Aterosclerosis;Ambos sexos;Resto de la UE-27;0
060 Aterosclerosis;Ambos sexos;Noruega;0
060 Aterosclerosis;Ambos sexos;Rusia;0
060 Aterosclerosis;Ambos sexos;Suiza;0
060 Aterosclerosis;Ambos sexos;Ucrania;0
060 Aterosclerosis;Ambos sexos;Resto de EUROPA;0
060 Aterosclerosis;Ambos sexos;PAÍSES DE ÁFRICA;0
060 Aterosclerosis;Ambos sexos;Argelia;0
060 Aterosclerosis;Ambos sexos;Marruecos;0
060 Aterosclerosis;Ambos sexos;Resto de ÁFRICA;0
060 Aterosclerosis;Ambos sexos;PAÍSES DE AMÉRICA;2
060 Aterosclerosis;Ambos sexos;Argentina;0
060 Aterosclerosis;Ambos sexos;Bolivia;0
060 Aterosclerosis;Ambos sexos;Brasil;0
060 Aterosclerosis;Ambos sexos;Colombia;0
060 Aterosclerosis;Ambos sexos;Cuba;0
060 Aterosclerosis;Ambos sexos;Ecuador;0
060 Aterosclerosis;Ambos sexos;Estados Unidos de América;1
060 Aterosclerosis;Ambos sexos;Perú;0
060 Aterosclerosis;Ambos sexos;Uruguay;0
060 Aterosclerosis;Ambos sexos;Resto de AMÉRICA;1
060 Aterosclerosis;Ambos sexos;PAÍSES DE ASIA;3
060 Aterosclerosis;Ambos sexos;China;1
060 Aterosclerosis;Ambos sexos;Resto de ASIA;2
060 Aterosclerosis;Ambos sexos;Resto de PAÍSES;0
060 Aterosclerosis;Ambos sexos;No consta;0
060 Aterosclerosis;Hombres;Total de defunciones;524
060 Aterosclerosis;Hombres;PAÍSES DE EUROPA;522
060 Aterosclerosis;Hombres;Países de la UE-27;522
060 Aterosclerosis;Hombres;Alemania;2
060 Aterosclerosis;Hombres;Austria;0
060 Aterosclerosis;Hombres;Bélgica;0
060 Aterosclerosis;Hombres;Bulgaría;0
060 Aterosclerosis;Hombres;Dinamarca;1
060 Aterosclerosis;Hombres;España;510
060 Aterosclerosis;Hombres;Finlandia;0
060 Aterosclerosis;Hombres;Francia;2
060 Aterosclerosis;Hombres;Irlanda;0
060 Aterosclerosis;Hombres;Italia;0
060 Aterosclerosis;Hombres;Países Bajos;0
060 Aterosclerosis;Hombres;Polonia;0
060 Aterosclerosis;Hombres;Portugal;0
060 Aterosclerosis;Hombres;Reino Unido;7
060 Aterosclerosis;Hombres;Rumanía;0
060 Aterosclerosis;Hombres;Suecia;0
060 Aterosclerosis;Hombres;Resto de la UE-27;0
060 Aterosclerosis;Hombres;Noruega;0
060 Aterosclerosis;Hombres;Rusia;0
060 Aterosclerosis;Hombres;Suiza;0
060 Aterosclerosis;Hombres;Ucrania;0
060 Aterosclerosis;Hombres;Resto de EUROPA;0
060 Aterosclerosis;Hombres;PAÍSES DE ÁFRICA;0
060 Aterosclerosis;Hombres;Argelia;0
060 Aterosclerosis;Hombres;Marruecos;0
060 Aterosclerosis;Hombres;Resto de ÁFRICA;0
060 Aterosclerosis;Hombres;PAÍSES DE AMÉRICA;0
060 Aterosclerosis;Hombres;Argentina;0
060 Aterosclerosis;Hombres;Bolivia;0
060 Aterosclerosis;Hombres;Brasil;0
060 Aterosclerosis;Hombres;Colombia;0
060 Aterosclerosis;Hombres;Cuba;0
060 Aterosclerosis;Hombres;Ecuador;0
060 Aterosclerosis;Hombres;Estados Unidos de América;0
060 Aterosclerosis;Hombres;Perú;0
060 Aterosclerosis;Hombres;Uruguay;0
060 Aterosclerosis;Hombres;Resto de AMÉRICA;0
060 Aterosclerosis;Hombres;PAÍSES DE ASIA;2
060 Aterosclerosis;Hombres;China;1
060 Aterosclerosis;Hombres;Resto de ASIA;1
060 Aterosclerosis;Hombres;Resto de PAÍSES;0
060 Aterosclerosis;Hombres;No consta;0
060 Aterosclerosis;Mujeres;Total de defunciones;847
060 Aterosclerosis;Mujeres;PAÍSES DE EUROPA;844
060 Aterosclerosis;Mujeres;Países de la UE-27;844
060 Aterosclerosis;Mujeres;Alemania;4
060 Aterosclerosis;Mujeres;Austria;0
060 Aterosclerosis;Mujeres;Bélgica;1
060 Aterosclerosis;Mujeres;Bulgaría;0
060 Aterosclerosis;Mujeres;Dinamarca;0
060 Aterosclerosis;Mujeres;España;836
060 Aterosclerosis;Mujeres;Finlandia;0
060 Aterosclerosis;Mujeres;Francia;1
060 Aterosclerosis;Mujeres;Irlanda;0
060 Aterosclerosis;Mujeres;Italia;0
060 Aterosclerosis;Mujeres;Países Bajos;0
060 Aterosclerosis;Mujeres;Polonia;0
060 Aterosclerosis;Mujeres;Portugal;0
060 Aterosclerosis;Mujeres;Reino Unido;2
060 Aterosclerosis;Mujeres;Rumanía;0
060 Aterosclerosis;Mujeres;Suecia;0
060 Aterosclerosis;Mujeres;Resto de la UE-27;0
060 Aterosclerosis;Mujeres;Noruega;0
060 Aterosclerosis;Mujeres;Rusia;0
060 Aterosclerosis;Mujeres;Suiza;0
060 Aterosclerosis;Mujeres;Ucrania;0
060 Aterosclerosis;Mujeres;Resto de EUROPA;0
060 Aterosclerosis;Mujeres;PAÍSES DE ÁFRICA;0
060 Aterosclerosis;Mujeres;Argelia;0
060 Aterosclerosis;Mujeres;Marruecos;0
060 Aterosclerosis;Mujeres;Resto de ÁFRICA;0
060 Aterosclerosis;Mujeres;PAÍSES DE AMÉRICA;2
060 Aterosclerosis;Mujeres;Argentina;0
060 Aterosclerosis;Mujeres;Bolivia;0
060 Aterosclerosis;Mujeres;Brasil;0
060 Aterosclerosis;Mujeres;Colombia;0
060 Aterosclerosis;Mujeres;Cuba;0
060 Aterosclerosis;Mujeres;Ecuador;0
060 Aterosclerosis;Mujeres;Estados Unidos de América;1
060 Aterosclerosis;Mujeres;Perú;0
060 Aterosclerosis;Mujeres;Uruguay;0
060 Aterosclerosis;Mujeres;Resto de AMÉRICA;1
060 Aterosclerosis;Mujeres;PAÍSES DE ASIA;1
060 Aterosclerosis;Mujeres;China;0
060 Aterosclerosis;Mujeres;Resto de ASIA;1
060 Aterosclerosis;Mujeres;Resto de PAÍSES;0
060 Aterosclerosis;Mujeres;No consta;0
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Total de defunciones;4.245
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;PAÍSES DE EUROPA;4.207
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Países de la UE-27;4.190
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Alemania;29
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Austria;0
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Bélgica;8
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Bulgaría;2
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Dinamarca;1
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;España;4.026
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Finlandia;4
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Francia;14
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Irlanda;2
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Italia;14
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Países Bajos;9
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Polonia;1
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Portugal;4
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Reino Unido;62
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Rumanía;12
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Suecia;2
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Resto de la UE-27;0
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Noruega;2
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Rusia;1
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Suiza;9
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Ucrania;2
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Resto de EUROPA;3
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;PAÍSES DE ÁFRICA;11
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Argelia;1
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Marruecos;6
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;Resto de ÁFRICA;4
061 Otras enfermedades de los vasos sanguíneos;Ambos sexos;PAÍSES DE AMÉRICA;21
